sample	variable	value	description
14	whole_tree_age	25.3868	whole_tree_age
14	island_ori_age	11.2412	island_origin_age
14	island_ori_region	2	island_origin_region
14	rho_d_2	0.025	base_dispersal_rate
14	rho_e_2	0.025	base_extinction_rate
14	rho_w_2	0.025	base_w_speciation_rate
14	rho_b_2	0.15	base_b_speciation_rate
14	sigma_d_1	0	long-distance?
14	sigma_e_1	-1	high-island?
14	sigma_w_1	1	high-island?
14	sigma_b_1	1	long-distance?
14	sigma_d_2	1	old-to-young?
14	sigma_e_2	1	net-growth?
14	sigma_w_2	0	net-growth?
14	sigma_b_2	-1	old-to-young?
14	phi_d_1	0	distance
14	phi_e_1	0	elevation
14	phi_w_1	0	elevation
14	phi_b_1	0	distance
14	phi_d_2	1	age-diff
14	phi_e_2	1	age
14	phi_w_2	0	age
14	phi_b_2	-1	age-diff
