sample	variable	value	description
21	whole_tree_age	19.3418	whole_tree_age
21	island_ori_age	16.6627	island_origin_age
21	island_ori_region	1	island_origin_region
21	rho_d_2	0.025	base_dispersal_rate
21	rho_e_2	0.025	base_extinction_rate
21	rho_w_2	0.025	base_w_speciation_rate
21	rho_b_2	0.15	base_b_speciation_rate
21	sigma_d_1	-1	long-distance?
21	sigma_e_1	0	high-island?
21	sigma_w_1	1	high-island?
21	sigma_b_1	1	long-distance?
21	sigma_d_2	0	old-to-young?
21	sigma_e_2	0	net-growth?
21	sigma_w_2	-1	net-growth?
21	sigma_b_2	-1	old-to-young?
21	phi_d_1	-1	distance
21	phi_e_1	0	elevation
21	phi_w_1	1	elevation
21	phi_b_1	0	distance
21	phi_d_2	1	age-diff
21	phi_e_2	1	age
21	phi_w_2	0	age
21	phi_b_2	0	age-diff
