sample	variable	value	description
52	whole_tree_age	8.80366	whole_tree_age
52	island_ori_age	2.36057	island_origin_age
52	island_ori_region	4	island_origin_region
52	rho_d_2	0.05	base_dispersal_rate
52	rho_e_2	0.05	base_extinction_rate
52	rho_w_2	0.05	base_w_speciation_rate
52	rho_b_2	0.2	base_b_speciation_rate
52	sigma_d_1	-1	long-distance?
52	sigma_e_1	0	high-island?
52	sigma_w_1	1	high-island?
52	sigma_b_1	0	long-distance?
52	sigma_d_2	0	old-to-young?
52	sigma_e_2	-1	net-growth?
52	sigma_w_2	0	net-growth?
52	sigma_b_2	1	old-to-young?
52	phi_d_1	-1	distance
52	phi_e_1	-1	elevation
52	phi_w_1	0	elevation
52	phi_b_1	0	distance
52	phi_d_2	-1	age-diff
52	phi_e_2	1	age
52	phi_w_2	0	age
52	phi_b_2	0	age-diff
