sample	variable	value	description
79	whole_tree_age	3.93746	whole_tree_age
79	island_ori_age	1.49271	island_origin_age
79	island_ori_region	5	island_origin_region
79	rho_d_2	0.025	base_dispersal_rate
79	rho_e_2	0.025	base_extinction_rate
79	rho_w_2	0.025	base_w_speciation_rate
79	rho_b_2	0.15	base_b_speciation_rate
79	sigma_d_1	-1	long-distance?
79	sigma_e_1	0	high-island?
79	sigma_w_1	0	high-island?
79	sigma_b_1	1	long-distance?
79	sigma_d_2	0	old-to-young?
79	sigma_e_2	0	net-growth?
79	sigma_w_2	0	net-growth?
79	sigma_b_2	-1	old-to-young?
79	phi_d_1	-1	distance
79	phi_e_1	-1	elevation
79	phi_w_1	0	elevation
79	phi_b_1	1	distance
79	phi_d_2	1	age-diff
79	phi_e_2	0	age
79	phi_w_2	0	age
79	phi_b_2	-1	age-diff
