sample	variable	value	description
333	whole_tree_age	21.706	whole_tree_age
333	island_ori_age	7.0359	island_origin_age
333	island_ori_region	2	island_origin_region
333	rho_d_2	0.05	base_dispersal_rate
333	rho_e_2	0.05	base_extinction_rate
333	rho_w_2	0.05	base_w_speciation_rate
333	rho_b_2	0.2	base_b_speciation_rate
333	sigma_d_1	-1	long-distance?
333	sigma_e_1	-1	high-island?
333	sigma_w_1	1	high-island?
333	sigma_b_1	1	long-distance?
333	sigma_d_2	1	old-to-young?
333	sigma_e_2	-1	net-growth?
333	sigma_w_2	0	net-growth?
333	sigma_b_2	0	old-to-young?
333	phi_d_1	-1	distance
333	phi_e_1	0	elevation
333	phi_w_1	0	elevation
333	phi_b_1	1	distance
333	phi_d_2	-1	age-diff
333	phi_e_2	0	age
333	phi_w_2	-1	age
333	phi_b_2	0	age-diff
