sample	variable	value	description
268	whole_tree_age	25.8283	whole_tree_age
268	island_ori_age	4.54898	island_origin_age
268	island_ori_region	1	island_origin_region
268	rho_d_2	0.05	base_dispersal_rate
268	rho_e_2	0.05	base_extinction_rate
268	rho_w_2	0.05	base_w_speciation_rate
268	rho_b_2	0.2	base_b_speciation_rate
268	sigma_d_1	-1	long-distance?
268	sigma_e_1	0	high-island?
268	sigma_w_1	0	high-island?
268	sigma_b_1	1	long-distance?
268	sigma_d_2	1	old-to-young?
268	sigma_e_2	-1	net-growth?
268	sigma_w_2	-1	net-growth?
268	sigma_b_2	0	old-to-young?
268	phi_d_1	0	distance
268	phi_e_1	0	elevation
268	phi_w_1	1	elevation
268	phi_b_1	1	distance
268	phi_d_2	0	age-diff
268	phi_e_2	1	age
268	phi_w_2	-1	age
268	phi_b_2	1	age-diff
