sample	variable	value	description
15	whole_tree_age	28.5594	whole_tree_age
15	island_ori_age	5.03007	island_origin_age
15	island_ori_region	1	island_origin_region
15	rho_d_2	0.025	base_dispersal_rate
15	rho_e_2	0.025	base_extinction_rate
15	rho_w_2	0.025	base_w_speciation_rate
15	rho_b_2	0.15	base_b_speciation_rate
15	sigma_d_1	0	long-distance?
15	sigma_e_1	0	high-island?
15	sigma_w_1	1	high-island?
15	sigma_b_1	1	long-distance?
15	sigma_d_2	1	old-to-young?
15	sigma_e_2	0	net-growth?
15	sigma_w_2	-1	net-growth?
15	sigma_b_2	0	old-to-young?
15	phi_d_1	-1	distance
15	phi_e_1	0	elevation
15	phi_w_1	0	elevation
15	phi_b_1	0	distance
15	phi_d_2	1	age-diff
15	phi_e_2	1	age
15	phi_w_2	-1	age
15	phi_b_2	0	age-diff
