sample	variable	value	description
104	whole_tree_age	20.0414	whole_tree_age
104	island_ori_age	17.1241	island_origin_age
104	island_ori_region	1	island_origin_region
104	rho_d_2	0.05	base_dispersal_rate
104	rho_e_2	0.05	base_extinction_rate
104	rho_w_2	0.05	base_w_speciation_rate
104	rho_b_2	0.2	base_b_speciation_rate
104	sigma_d_1	-1	long-distance?
104	sigma_e_1	0	high-island?
104	sigma_w_1	1	high-island?
104	sigma_b_1	0	long-distance?
104	sigma_d_2	0	old-to-young?
104	sigma_e_2	-1	net-growth?
104	sigma_w_2	0	net-growth?
104	sigma_b_2	1	old-to-young?
104	phi_d_1	0	distance
104	phi_e_1	-1	elevation
104	phi_w_1	1	elevation
104	phi_b_1	1	distance
104	phi_d_2	-1	age-diff
104	phi_e_2	0	age
104	phi_w_2	-1	age
104	phi_b_2	1	age-diff
