sample	variable	value	description
62	whole_tree_age	2.33797	whole_tree_age
62	island_ori_age	1.51273	island_origin_age
62	island_ori_region	5	island_origin_region
62	rho_d_2	0.025	base_dispersal_rate
62	rho_e_2	0.025	base_extinction_rate
62	rho_w_2	0.025	base_w_speciation_rate
62	rho_b_2	0.15	base_b_speciation_rate
62	sigma_d_1	-1	long-distance?
62	sigma_e_1	0	high-island?
62	sigma_w_1	0	high-island?
62	sigma_b_1	1	long-distance?
62	sigma_d_2	1	old-to-young?
62	sigma_e_2	0	net-growth?
62	sigma_w_2	0	net-growth?
62	sigma_b_2	-1	old-to-young?
62	phi_d_1	-1	distance
62	phi_e_1	0	elevation
62	phi_w_1	1	elevation
62	phi_b_1	1	distance
62	phi_d_2	1	age-diff
62	phi_e_2	1	age
62	phi_w_2	0	age
62	phi_b_2	0	age-diff
