sample	variable	value	description
343	whole_tree_age	20.3835	whole_tree_age
343	island_ori_age	18.5022	island_origin_age
343	island_ori_region	1	island_origin_region
343	rho_d_2	0.05	base_dispersal_rate
343	rho_e_2	0.05	base_extinction_rate
343	rho_w_2	0.05	base_w_speciation_rate
343	rho_b_2	0.2	base_b_speciation_rate
343	sigma_d_1	0	long-distance?
343	sigma_e_1	0	high-island?
343	sigma_w_1	1	high-island?
343	sigma_b_1	1	long-distance?
343	sigma_d_2	1	old-to-young?
343	sigma_e_2	-1	net-growth?
343	sigma_w_2	0	net-growth?
343	sigma_b_2	1	old-to-young?
343	phi_d_1	0	distance
343	phi_e_1	0	elevation
343	phi_w_1	1	elevation
343	phi_b_1	1	distance
343	phi_d_2	0	age-diff
343	phi_e_2	1	age
343	phi_w_2	0	age
343	phi_b_2	0	age-diff
